model_id,sysml_path,txt_path,split,quality,category,likert_score,similarity_percent,structure_score,behavior_score,data_score,token_recall_percent,parse_status,matched_terms,missing_terms
1789,data/001789/001789.sysml,data/001789/001789.txt,agent,B,medical,4,67,80.7,51,57,71.5,ok,Gallbladder | Esophagus | Pancreas | Stomach | Mouth | Liver,reclaimedWater VolumeValue | unabsorbedResidue Chyme | enzymes: EnzymeConcentration | Eliminate | Swallow | Chew
1790,data/001790/001790.sysml,data/001790/001790.txt,agent,A,energy,3,55.4,72.7,34.4,39.4,64.2,ok,Gravitational Energy Storage System | Power Electronics | Mass Block | Controller | HoistingMechanism | PowerConverter,totalCapacity: ValueDefinitions PotentialEnergy | hoistingSystem: ComponentDefinitions | generatorUnit: ComponentDefinitions | controller: ComponentDefinitions | efficiency ValueDefinitions EfficiencyRatio | heightIncrease ValueDefinitions ElevationHeight
1791,data/001791/001791.sysml,data/001791/001791.txt,agent,B,energy,3,57.9,68,55,34.1,61.9,ok,Hengsteysee Hydropower System | Level Sensor | WaterLevelSensor | FlowMeter | Electricity | Water,monitor.deviation > 1.0 | levelDeviation: Real | ControlSignalPort | monitor.deviation < -1.0 | Decrease Discharge | inflowRate FlowRateValue | voltage: ElectricPotentialValue | electricalOutput: Electricity
1792,data/001792/001792.sysml,data/001792/001792.txt,agent,B,automotive,4,69.9,79.1,56.3,66.1,74.2,ok,Controller | Load | ThrottleCommand | MechanicalPower | PowerController | PowerPlant,ThrottleInputPort | LoadInputPort | powerError > 10.0 | powerError > 10.0 | Compute Error | Decision1
1793,data/001793/001793.sysml,data/001793/001793.txt,agent,B,industrial,3,62,81.6,48.7,37.2,64.6,ok,Gas | HydraulicActuator | HydraulicFluid | PressureSensor | HydraulicPump | ControlValve,prechargePress: PressureValue | currentLevel: VolumeValue | pressureDelta >= -10.0 and pressureDelta <= 10.0 | pressureDelta >= -10.0 and pressureDelta <= 10.0 | Assign | External
1794,data/001794/001794.sysml,data/001794/001794.txt,agent,B,industrial,4,73.8,91.1,67.8,36.7,79.4,ok,Mechanical Seal | Thrust Bearing | Impeller | Volute | Casing | Shaft,currentFlow FlowRateValue | maxPressureRating: PressureValue | pressureRecoveryFactor: Real | leakageRate: FlowRateValue | axialLoadCapacity: Real | Verify Alignment
1795,data/001795/001795.sysml,data/001795/001795.txt,agent,B,industrial,3,64.2,90.6,39.1,45.9,66.1,ok,Frame | Brake | Ramp | warehouseRamp | SupportFrame | RampSurface,monitor.currentStatus == LoadStatus atBase | monitor.currentStatus == LoadStatus atTop | monitor.currentStatus == LoadStatus atBase | monitor.currentStatus == LoadStatus atTop | monitor.currentStatus == LoadStatus atTop | Secure Load | Calculate Force Requirement
1796,data/001796/001796.sysml,data/001796/001796.txt,agent,B,electronics,3,48.8,63.2,41.9,25.5,50.7,ok,Winding | Core | Inductor | Monitor | inductor | winding,monitor.changeRate == 0.0 | Maintain Field | coreMaterial: String | monitor.changeRate != 0.0 | Generate EMF | changeRate: Real | monitor.changeRate != 0.0 | monitor.changeRate != 0.0 | wireDiameter: ISQ LengthValue
1797,data/001797/001797.sysml,data/001797/001797.txt,agent,B,aerospace,4,68.8,85.8,59.8,44.5,70.1,ok,Inflatable Habitat System | Flow Control | Compressor | Structure | Monitor | InflatableStructure,not safety.safetyStatus | stabilizedPressure ISQ PressureValue | maxPressure ISQ PressureValue | minPressure ISQ PressureValue | not safety.safetyStatus | maxOutputPressure: ISQ PressureValue
1798,data/001798/001798.sysml,data/001798/001798.txt,agent,B,automotive,4,76.5,88.6,71.2,52.2,80.5,ok,Internal Combustion Engine System | Air Intake | Ignition System | Exhaust System | Cooling System | Crankshaft,MechanicalOutputPort | fuelFlow: FuelFlowRate | pistonDisplacement: ISQ LengthValue | ControlInputPort | controlInput | timing Real
1799,data/001799/001799.sysml,data/001799/001799.txt,agent,B,industrial,3,60,67.9,47.2,57.9,64.3,ok,Irrigation System | Water Reservoir | Primary Valve | MoistureSensor | ControlValve | WaterPump,Distribute | not verify.targetAchieved | Evaluate Irrigation Requirement | verify.targetAchieved | soilTemperature ThermodynamicTemperatureValue | pumpShutdown PumpOperationMode | not verify.targetAchieved
1800,data/001800/001800.sysml,data/001800/001800.txt,agent,B,aerospace,4,81.3,90.8,68.1,77.4,84.7,ok,Jet Engine System | Combustion Chamber | Exhaust Nozzle | Air Intake | Control System | Fuel System,FuelSupplyPort | exhaustOutputPort | fuelInputPort
1801,data/001801/001801.sysml,data/001801/001801.txt,agent,B,industrial,3,64.6,80,56.2,36.3,69.8,ok,John Crane Seal Support System | Seal Interface | Instrumentation | Reservoir | Filter | Pump,monitor.systemHealth <= 0.5 | Initiate Shutdown | temperature: ISQ ThermodynamicTemperatureValue | operatingPressure: ISQ PressureValue | precharge: ISQ PressureValue | reading: ISQ PressureValue | monitor.systemHealth <= 0.8 and monitor.systemHealth > 0.5 | Adjust Operation
1802,data/001802/001802.sysml,data/001802/001802.txt,agent,B,medical,4,80.8,94.3,67.5,66.5,85.3,ok,Intervention Unit | Evaluation Unit | Analysis Unit | Mapping Unit | PublicHealthInterventionUnit | HypothesisEvaluationUnit,interventionOrderOut: String | Assign | Done | Decision1 | controlMeasure String
1803,data/001803/001803.sysml,data/001803/001803.txt,agent,B,automotive,3,61.2,87.9,29.1,59.1,59.9,ok,Kinetic Energy Recovery System | Velocity Sensor | Motor Gen | Electronics | Controller | Storage,currentCharge: Energy | velocityOut: Port | brakeCmd.intensity > 0.0 and measureVel.velocity > 0.0 | Perform Recovery | brakeCmd.intensity <= 0.0 or measureVel.velocity <= 0.0 | End Recovery | brakeCmd.intensity > 0.0 and measureVel.velocity > 0.0 | brakeCmd.intensity > 0.0 and measureVel.velocity > 0.0
1804,data/001804/001804.sysml,data/001804/001804.txt,agent,B,industrial,3,65.8,89.2,40.5,54.5,67.8,ok,Lever System | Fulcrum | Effort | Load | Arm | EffortSource,Compute Movement | advantage: Real | Compute Output Force | effortDisplacement LengthValue | loadDisplacement LengthValue | Compute Movement | Assign
1805,data/001805/001805.sysml,data/001805/001805.txt,agent,B,industrial,3,62.3,90,40,31.9,66.8,ok,Linkage System | Actuator | Coupler | Ground | Rocker | Output,Compute Linkage Kinematics | appliedTorque ISQ TorqueValue | couplerAngle JointAngle | rockerAngle JointAngle | crankAngle JointAngle | position: LinearDisplacement
1806,data/001806/001806.sysml,data/001806/001806.txt,agent,B,industrial,4,75.1,90.4,63.5,57.6,77.3,ok,Liquid Cooling System | Heat Exchanger | Heat Source | Controller | Valve | Pump,specificHeat: SpecificHeatCapacityValue | measuredTemp: TemperatureValue | position: ScalarValues Real | currentSpeed: ScalarValues Real | Read Temp | Decision1
1807,data/001807/001807.sysml,data/001807/001807.txt,agent,B,aerospace,4,71.2,87.1,63.6,42,75.7,ok,Temperature Sensor | Expansion Tank | Heat Source | Cold Plate | Controller | Radiator,monitor.requiresAdjustment | temperatureError: TemperatureValue | monitor.requiresAdjustment | monitor.requiresAdjustment | meltingPoint: TemperatureValue | boilingPoint: TemperatureValue | flowRate: VolumeFlowRateValue
1808,data/001808/001808.sysml,data/001808/001808.txt,agent,B,industrial,3,59.7,65.4,57.1,44.7,64,ok,Core | ElectricalPower | CoolantFluid | RawMaterial | Emergency Shutdown | Monitor,monitor.speedDeviation > 5.0 | monitor.speedDeviation > 5.0 | ControlInterfacePort | MaterialInputPort | ProductOutputPort | currentState: OperationalState
1809,data/001809/001809.sysml,data/001809/001809.txt,agent,B,industrial,3,54.9,76.9,38.9,29,57.9,ok,Power Supply | Field Sensor | Controller | Shielding | ShieldingEnclosure | FieldController,measurementRange: MagneticFluxDensityValue | currentReading: MagneticFluxDensityValue | mainMagnet: Electromagnet | FieldOutputPort | SensorDataPort | currentAdjustment: ElectricCurrentValue
1810,data/001810/001810.sysml,data/001810/001810.txt,agent,B,automotive,4,66.7,81.9,58.7,37.1,72.8,ok,Thrust Channel | Thrust Sensor | Power Supply | Flow Sensor | Cooling System | Magnet,magneticFieldStrength: MagneticFluxDensity | outputVoltage: ISQ ElectricPotentialValue | fieldStrength: MagneticFluxDensity | seawaterDensity ISQ DensityValue | inletVelocity ISQ VelocityValue | voltage: ISQ ElectricPotentialValue
1811,data/001811/001811.sysml,data/001811/001811.txt,agent,B,automotive,3,63.6,90.4,45.8,44.8,57,ok,Marine Chronometer | Balance Wheel | Gear Train | Compensator | Mainspring | Escapement,wind.storedEnergy > 0.2 | Require Winding | Compensate | Transmit | Done | TimingPort
1812,data/001812/001812.sysml,data/001812/001812.txt,agent,B,aerospace,3,58.6,78.7,31.1,58,60.9,ok,Maintenance Controller | Backup Component | Data Recorder | Monitor | ReliabilityMonitor | CriticalComponent,reliabilityScore ReliabilityMetric | evaluateReliability.reliabilityScore < 0.90 | MTBFReliability System | Initialize System | Done | ControlPort
1813,data/001813/001813.sysml,data/001813/001813.txt,agent,B,aerospace,3,56.2,67.7,46.1,39.4,61.4,ok,Locomotion | Reactor | Cockpit | Sensors | Defense | FusionReactor,scan.targetsDetected > 0 | Engagement Sequence | scan.targetsDetected == 0 | Continue Patrol | maxPowerOutput: PowerValue | dischargeRate: PowerValue | chargeRate: PowerValue | targetID: String
1814,data/001814/001814.sysml,data/001814/001814.txt,agent,B,industrial,4,69.2,84,55.4,52.6,74,ok,Energy Buffer | RotationalInertiaStorage | PrimeMovingEngine | MechanicalTransmission | HydraulicActuator | HydraulicPump,nominalOperatingSpeed: AngularVelocity | actuatorPosition Length | targetSpeed: AngularVelocity | targetSpeed AngularVelocity | inputSpeed AngularVelocity | driveSpeed AngularVelocity
1815,data/001815/001815.sysml,data/001815/001815.txt,agent,B,medical,3,64.3,80.6,51.2,46,67.2,ok,Automated Medication Dispensing System | Verification Module | User Interface | Safety Monitor | Database | InventoryManagementUnit,storageTemp: ISQ ThermodynamicTemperatureValue | lowStockThreshold: ISQ MassValue | inventoryQueryConnection | !retrievePrescription.prescriptionValid | !verifyMedication.verified | actualDosage ISQ MassValue
1816,data/001816/001816.sysml,data/001816/001816.txt,agent,B,medical,4,66.5,73.6,63.8,47.5,71.4,ok,Detector | TemperatureController | OpticalDetector | FluidReservoir | Analyze | Incubation Channel,totalVolume ISQ VolumeValue | duration ISQ TimeValue | detectionMethod String | Waste Valve | Mixer | Assign
1817,data/001817/001817.sysml,data/001817/001817.txt,agent,B,energy,4,67.9,72.3,61.4,68.7,68.4,ok,Fluid End | Power End | SuctionLine | MudPump | MudPit | piston,PowerInputPort | innerDiameter: LengthValue | driveInput: PowerInputPort | Crankshaft | connectingRod | Intake
1818,data/001818/001818.sysml,data/001818/001818.txt,agent,B,energy,4,75.4,83.4,61.5,79.3,76.8,ok,Heat Recovery | Fuel Supply | Air Intake | Controller | Generator | Turbine,GasInputPort | AirInputPort | Combustor | Fork | Join | Done
1819,data/001819/001819.sysml,data/001819/001819.txt,agent,B,unknown,4,68.1,81.1,61.7,46.1,70.7,ok,Boundary Conditions | Cells | ComputationalDomain | ConvectionSolver | DiffusionSolver | FluidCell,FluidDataPort | Compute Pressure Gradient | divergenceFreeVelocity | domainHeight: LengthValue | domainWidth: LengthValue | Assign
1820,data/001820/001820.sysml,data/001820/001820.txt,agent,B,industrial,4,73,85.4,74.1,38.4,76.2,ok,Nutating Disc Engine System | Sphere Support | Nutating Disc | Exhaust Valve | Output Shaft | Intake Valve,FluidOutletPort | FluidInletPort | nutationMotion NutationAngleValue | sphereDiameter: LengthValue | discThickness: LengthValue | shaftDiameter: LengthValue
1821,data/001821/001821.sysml,data/001821/001821.txt,agent,B,energy,4,71,84.8,49,72.2,75,ok,Water Treatment | Oil Treatment | Power Gen | Manifold | Storage | Control,WaterOutputPort | FluidInputPort | treatedWaterOutput | treatedOilOutput | checkSafety.safetyStatus == false | checkSafety.safetyStatus == true
1822,data/001822/001822.sysml,data/001822/001822.txt,agent,B,industrial,4,74.7,93.7,59.4,46.5,82.3,ok,Control System | Fcc Unit | VacuumGasOil | AtmosphericResidue | CrudeOil | Kerosene,treatedProductOut | lightGasOut | lightGasOutput | flowRate: VolumeFlowRateValue | untreatedInput | untreatedInput
1823,data/001823/001823.sysml,data/001823/001823.txt,agent,B,industrial,4,67.4,83.2,55.3,42.1,74.2,ok,Dispatch Pumps | Loading Arms | SafetyMonitoringSystem | PumpingStation | StorageTank | MeteringSystem,checkProgress.complete | checkProgress.complete | leakDetectionEnabled: Boolean | storedGrade: OilGrade | armPosition: String | meteringId: String
1824,data/001824/001824.sysml,data/001824/001824.txt,agent,B,software,4,68.9,79,57.4,59.5,73.2,ok,Cost Calculator | Evaluator | Validator | OpportunityCostCalculator | EvaluationCriteria | DecisionValidator,ResourceConstraintPort | DecisionOutputPort | CriteriaInputPort | OptionInputPort | preliminaryDecision DecisionResult | Reporter
1825,data/001825/001825.sysml,data/001825/001825.txt,agent,B,industrial,4,77.9,90.6,72,51.2,83.1,ok,Orifice Plate Flow Measurement System | Flow Conditioner | Dp Transmitter | Flow Indicator | Orifice Plate | Flow Computer,straightLengthDownstream: > Real | straightLengthUpstream: > Real | dischargeCoefficient: > Real | internalDiameter: > Real | expansionFactor: > Real
1826,data/001826/001826.sysml,data/001826/001826.txt,agent,B,automotive,4,68.1,85.1,58.1,43.7,70.3,ok,Contact Strip | PneumaticActuator | SpringAssembly | CollectorHead | UpperArm | electricalContact,pistonPosition: LengthValue | wearThickness: LengthValue | raiseCmd: RaiseCommand | lowerCmd: LowerCommand | headWidth: LengthValue | armMass: ISQ MassValue
1827,data/001827/001827.sysml,data/001827/001827.txt,agent,B,industrial,2,38.1,48.6,26.5,29.8,41.2,ok,RhombusAssembly | FixedPivot | RigidBar | rhombus | Peaucellier Lipkin Linkage System | PivotJoint,Compute Linkage Kinematics | currentState LinkageState | rhombusVertex1: Point2D | rhombusVertex2: Point2D | rhombusVertex3: Point2D | anchorPosition: Point2D
1828,data/001828/001828.sysml,data/001828/001828.txt,agent,B,industrial,4,66.1,89.1,51.1,42.3,65,ok,Power Source | Gear Train | Escapement | Pendulum | Display | EscapementMechanism,pendulumInput: MechanicalCouplingPort | MechanicalCouplingPort | nextAngle PendulumAngle | impulseOutput: MechanicalCouplingPort | minuteAngle: > ISQ planeAngle | secondAngle: > ISQ planeAngle
1829,data/001829/001829.sysml,data/001829/001829.txt,agent,B,medical,3,46.3,67.8,32.9,20.9,46.6,ok,Peristaltic Pump System | PressureSensor | FlexibleTube | DriveMotor | Fluid | sourceReservoir,controllerRef.currentMode == OperationalMode running | Compress Segment2 | rollerAngle: Real | Compress Segment3 | rollerAngle: Real | controllerRef.currentMode == OperationalMode stopped | Segments | Compress Segment1
1830,data/001830/001830.sysml,data/001830/001830.txt,agent,B,energy,4,74.1,92.6,67.4,36.8,78.6,ok,Piezoelectric Energy Harvesting System | Rectifier | Regulator | Crystal | Storage | Load,MechanicalInputPort | PowerDeliveryPort | piezoCoefficient: PiezoelectricCoefficientValue | voltage: ElectricPotentialValue | crystalThickness: LengthValue | piezoCoeff PiezoelectricCoefficientValue
1831,data/001831/001831.sysml,data/001831/001831.txt,agent,B,industrial,3,60.5,80.9,40.5,43.6,64.2,ok,Piston Actuation System | Cylinder Body | Piston Head | Piston Rod | HydraulicFluid | PistonActuator,MechanicalOutputPort | flowRate: VolumeFlowValue | effectiveArea: PistonArea | rodDiameter: LengthValue | velocity: PistonSpeed | maxFlowRate: VolumeFlowValue
1832,data/001832/001832.sysml,data/001832/001832.txt,agent,B,industrial,4,76.5,91.4,64.7,53.5,82.9,ok,Residential Plumbing System | Municipal Supply | Bathroom Sink | Kitchen Sink | Main Drain | Regulator,targetOutletTemp: WaterTemperature | Assign | Done | power ISQ PowerValue
1833,data/001833/001833.sysml,data/001833/001833.txt,agent,B,unknown,3,58.5,72.7,41.7,48.6,63.1,ok,Atmosphere | Sediment | Sunlight | Plants | Fish | MicrobialCommunity,Atmospheric Interface Facilitate Gas Exchange | fishRespire.oxygenConsumed > 8.0 | Maintain Balance | Reduce Nutrient Load | atmosphere: AtmosphericInterface | sunlight: SolarRadiation | plantPhotosynthesize.oxygenProduced < 3.0
1834,data/001834/001834.sysml,data/001834/001834.txt,agent,B,automotive,3,59.2,62.2,52.7,56.7,63.5,ok,Propulsion | Detection | Battery | Storage | Solar | CompressedPlastic,PlasticIntakePort | PlasticOutputPort | PowerOutputPort | currentSpeed: WaterSpeed | waterDepth: LengthValue | Collector
1835,data/001835/001835.sysml,data/001835/001835.txt,agent,B,energy,2,45.1,66.2,21,31.9,50.2,ok,Release Controller | Lifting Mechanism | Power Converter | Mass Block | Potential Energy Storage System | GravitationalEnergySystem,MechanicalInputPort | EnergyOutputPort | monitorStatus.isCharged == true | Hold Charge | currentEnergy ISQ EnergyValue | kineticEnergy ISQ EnergyValue | targetEnergy ISQ EnergyValue
1836,data/001836/001836.sysml,data/001836/001836.txt,agent,B,industrial,4,71.9,89.5,55.5,56.5,74.7,ok,Pressure Regulation System | Inlet Valve | Controller | Sensor | Vessel | PressureController,evaluate.stateDecision == SystemState regulating | Regulate | currentReading PressureValue | maxFlowCapacity: FlowRateValue | Normal Operation | Evaluate | Done
